company,policy_date,policy_url,policy_path
nytimes,2002-08-27 00:00:00,http://web.archive.org/web/20020902173601/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2002-08-27.txt
nytimes,2003-01-15 00:00:00,http://web.archive.org/web/20030206083018/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2003-01-15.txt
nytimes,2003-07-15 00:00:00,http://web.archive.org/web/20030806073106/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2003-07-15.txt
nytimes,2003-08-11 00:00:00,http://web.archive.org/web/20031002090859/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2003-08-11.txt
nytimes,2003-11-20 00:00:00,http://web.archive.org/web/20031202154720/http://www3.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2003-11-20.txt
nytimes,2006-10-16 00:00:00,http://web.archive.org/web/20061102004507/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2006-10-16.txt
nytimes,2007-09-18 00:00:00,http://web.archive.org/web/20070930220144/http://nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2007-09-18.txt
nytimes,2007-10-18 00:00:00,http://web.archive.org/web/20071115081933/http://www.nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2007-10-18.txt
nytimes,2008-01-16 00:00:00,http://web.archive.org/web/20080209225250/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2008-01-16.txt
nytimes,2008-05-29 00:00:00,http://web.archive.org/web/20080611233027/http://www.nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2008-05-29.txt
nytimes,2008-07-21 00:00:00,http://web.archive.org/web/20080802001405/http://nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2008-07-21.txt
nytimes,2008-08-10 00:00:00,http://web.archive.org/web/20080901063330/http://nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2008-08-10.txt
nytimes,2008-09-22 00:00:00,http://web.archive.org/web/20080929111502/http://www.nytimes.com:80/ref/membercenter/help/privacy.html,nytimes/nytimes-2008-09-22.txt
nytimes,2009-04-09 00:00:00,http://web.archive.org/web/20090422184707/http://www.nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2009-04-09.txt
nytimes,2009-07-01 00:00:00,http://web.archive.org/web/20090822002759/http://www.nytimes.com:80/ref/membercenter/help/privacy.html?,nytimes/nytimes-2009-07-01.txt
nytimes,2010-08-30 00:00:00,http://web.archive.org/web/20100901214507/http://www.nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2010-08-30.txt
nytimes,2010-09-09 00:00:00,http://web.archive.org/web/20100930041645/http://www.nytimes.com/ref/membercenter/help/privacy.html,nytimes/nytimes-2010-09-09.txt
nytimes,2011-02-18 00:00:00,http://web.archive.org/web/20110225085514/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2011-02-18.txt
nytimes,2011-03-11 00:00:00,http://web.archive.org/web/20110401055752/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2011-03-11.txt
nytimes,2011-04-18 00:00:00,http://web.archive.org/web/20110429054545/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2011-04-18.txt
nytimes,2011-11-08 00:00:00,http://web.archive.org/web/20111201004505/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2011-11-08.txt
nytimes,2011-12-05 00:00:00,http://web.archive.org/web/20120101005247/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2011-12-05.txt
nytimes,2012-09-19 00:00:00,http://web.archive.org/web/20120930173014/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2012-09-19.txt
nytimes,2013-01-28 00:00:00,http://web.archive.org/web/20130201000244/http://www.nytimes.com:80/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2013-01-28.txt
nytimes,2013-02-13 00:00:00,http://web.archive.org/web/20130228231054/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2013-02-13.txt
nytimes,2013-10-14 00:00:00,http://web.archive.org/web/20131101050342/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2013-10-14.txt
nytimes,2014-01-09 00:00:00,http://web.archive.org/web/20140131203335/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2014-01-09.txt
nytimes,2014-04-14 00:00:00,http://web.archive.org/web/20140501061659/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2014-04-14.txt
nytimes,2014-12-15 00:00:00,http://web.archive.org/web/20141231221738/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2014-12-15.txt
nytimes,2015-03-16 00:00:00,http://web.archive.org/web/20150329033602/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2015-03-16.txt
nytimes,2015-04-29 00:00:00,http://web.archive.org/web/20150503042123/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2015-04-29.txt
nytimes,2015-06-10 00:00:00,http://web.archive.org/web/20150630005229/http://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2015-06-10.txt
nytimes,2017-04-12 00:00:00,http://web.archive.org/web/20170501043237/https://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2017-04-12.txt
nytimes,2017-05-18 00:00:00,http://web.archive.org/web/20170601090004/https://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2017-05-18.txt
nytimes,2017-10-27 00:00:00,http://web.archive.org/web/20171101200200/https://www.nytimes.com/content/help/rights/privacy/policy/privacy-policy.html,nytimes/nytimes-2017-10-27.txt
nytimes,2017-10-27 00:00:00,http://web.archive.org/web/20180131130048/https://help.nytimes.com/hc/en-us/articles/115014892108-Privacy-policy,nytimes/nytimes-2017-10-27.txt
nytimes,2018-05-24 00:00:00,http://web.archive.org/web/20180531235155/https://help.nytimes.com/hc/en-us/articles/115014892108-Privacy-policy,nytimes/nytimes-2018-05-24.txt
