company,policy_date,policy_url,policy_path
walmart,2004-04-30 00:00:00,http://web.archive.org/web/20050122034117/http://www.walmart.com:80/catalog/catalog.gsp?cat=121240&path=0%3A5436%3A120160%3A119833%3A120621%3A121724,walmart/walmart-2004-04-30.txt
walmart,2005-01-31 00:00:00,http://web.archive.org/web/20050204004437/http://www.walmart.com:80/catalog/catalog.gsp?cat=121240&path=0%3A5436%3A120160%3A119833%3A120621%3A121724,walmart/walmart-2005-01-31.txt
walmart,2006-10-05 00:00:00,http://web.archive.org/web/20070202232818/http://www.walmart.com:80/catalog/catalog.gsp?cat=538446,walmart/walmart-2006-10-05.txt
walmart,2007-08-01 00:00:00,http://web.archive.org/web/20070827142732/http://www.walmart.com:80/catalog/catalog.gsp?cat=538446,walmart/walmart-2007-08-01.txt
walmart,2008-06-19 00:00:00,http://web.archive.org/web/20080903213308/http://www.walmart.com/catalog/catalog.gsp?cat=538446,walmart/walmart-2008-06-19.txt
walmart,2008-11-10 00:00:00,http://web.archive.org/web/20081216012402/http://www.walmart.com:80/catalog/catalog.gsp?cat=538446,walmart/walmart-2008-11-10.txt
walmart,2009-08-23 00:00:00,http://web.archive.org/web/20091001221035/http://www.walmart.com:80/catalog/catalog.gsp?cat=538446,walmart/walmart-2009-08-23.txt
walmart,2010-02-23 00:00:00,http://web.archive.org/web/20100324182514/http://walmartstores.com/9243.aspx,walmart/walmart-2010-02-23.txt
walmart,2010-02-23 00:00:00,http://web.archive.org/web/20101030034352/http://walmartstores.com/PrivacySecurity/9243.aspx,walmart/walmart-2010-02-23.txt
walmart,2011-03-24 00:00:00,http://web.archive.org/web/20110329175909/http://walmartstores.com/PrivacySecurity/9243.aspx,walmart/walmart-2011-03-24.txt
walmart,2012-04-26 00:00:00,http://web.archive.org/web/20120430150902/http://www.walmartstores.com:80/PrivacySecurity/9243.aspx,walmart/walmart-2012-04-26.txt
walmart,2012-04-26 00:00:00,http://web.archive.org/web/20120902024234/http://corporate.walmart.com/privacy-security/walmart-privacy-policy,walmart/walmart-2012-04-26.txt
walmart,2013-09-17 00:00:00,http://web.archive.org/web/20131002015246/http://corporate.walmart.com/privacy-security/walmart-privacy-policy,walmart/walmart-2013-09-17.txt
walmart,2014-09-15 00:00:00,http://web.archive.org/web/20141006234730/https://corporate.walmart.com/privacy-security/walmart-privacy-policy,walmart/walmart-2014-09-15.txt
walmart,2015-03-09 00:00:00,http://web.archive.org/web/20150330001523/http://corporate.walmart.com/privacy-security/walmart-privacy-policy,walmart/walmart-2015-03-09.txt
